,track_name,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Siren,Sarah Brightman,3fEWuWnYqEOjE70l5hXrow,0.215,0.0971,2,-24.426,0,0.0404,0.912,0.753,0.271,0.0404,101.703,audio_features,3fEWuWnYqEOjE70l5hXrow,spotify:track:3fEWuWnYqEOjE70l5hXrow,https://api.spotify.com/v1/tracks/3fEWuWnYqEOjE70l5hXrow,https://api.spotify.com/v1/audio-analysis/3fEWuWnYqEOjE70l5hXrow,74973,4
0,The Second Element,Sarah Brightman,5YoPoNkMtsSTYCltKF1FX5,0.593,0.397,5,-12.138,1,0.0327,0.252,0.0363,0.0549,0.137,75.977,audio_features,5YoPoNkMtsSTYCltKF1FX5,spotify:track:5YoPoNkMtsSTYCltKF1FX5,https://api.spotify.com/v1/tracks/5YoPoNkMtsSTYCltKF1FX5,https://api.spotify.com/v1/audio-analysis/5YoPoNkMtsSTYCltKF1FX5,254773,4
0,Ave Maria,Sarah Brightman,5admnGSCiVNka5LVNMdLOf,0.202,0.398,4,-11.554,1,0.0331,0.319,0.111,0.115,0.0385,108.568,audio_features,5admnGSCiVNka5LVNMdLOf,spotify:track:5admnGSCiVNka5LVNMdLOf,https://api.spotify.com/v1/tracks/5admnGSCiVNka5LVNMdLOf,https://api.spotify.com/v1/audio-analysis/5admnGSCiVNka5LVNMdLOf,348787,4
0,Better Is One Day,Sarah Brightman,37gM1ytkvJ4g5hKkP1QuDo,0.462,0.695,4,-7.649,1,0.0349,0.0621,5.21e-06,0.222,0.691,80.048,audio_features,37gM1ytkvJ4g5hKkP1QuDo,spotify:track:37gM1ytkvJ4g5hKkP1QuDo,https://api.spotify.com/v1/tracks/37gM1ytkvJ4g5hKkP1QuDo,https://api.spotify.com/v1/audio-analysis/37gM1ytkvJ4g5hKkP1QuDo,231347,4
0,One Day Like This,Sarah Brightman,4v3cpYlsRsvVwAG9yJM2Uz,0.307,0.496,10,-8.37,1,0.033,0.461,0.0277,0.135,0.0822,79.809,audio_features,4v3cpYlsRsvVwAG9yJM2Uz,spotify:track:4v3cpYlsRsvVwAG9yJM2Uz,https://api.spotify.com/v1/tracks/4v3cpYlsRsvVwAG9yJM2Uz,https://api.spotify.com/v1/audio-analysis/4v3cpYlsRsvVwAG9yJM2Uz,357087,4
0,"Let It Rain - Live In Stephansdom, Vienna, Austria / 2008",Sarah Brightman,0dXsqxqERtGWrEXuRsYt7o,0.331,0.678,5,-8.015,1,0.0369,0.479,2.86e-05,0.837,0.303,135.614,audio_features,0dXsqxqERtGWrEXuRsYt7o,spotify:track:0dXsqxqERtGWrEXuRsYt7o,https://api.spotify.com/v1/tracks/0dXsqxqERtGWrEXuRsYt7o,https://api.spotify.com/v1/audio-analysis/0dXsqxqERtGWrEXuRsYt7o,276387,4
0,"Running - Live In Stephansdom, Vienna, Austria / 2008",Sarah Brightman,1ixtacD0LZdszliwOhsBwf,0.278,0.727,2,-7.215,1,0.0639,0.5,0.143,0.811,0.444,127.069,audio_features,1ixtacD0LZdszliwOhsBwf,spotify:track:1ixtacD0LZdszliwOhsBwf,https://api.spotify.com/v1/tracks/1ixtacD0LZdszliwOhsBwf,https://api.spotify.com/v1/audio-analysis/1ixtacD0LZdszliwOhsBwf,380920,4
0,Sogni,Sarah Brightman,5UOCD5as4lmfOAXuY1Rkut,0.165,0.494,1,-7.683,1,0.0355,0.574,0.0085,0.0868,0.109,61.504,audio_features,5UOCD5as4lmfOAXuY1Rkut,spotify:track:5UOCD5as4lmfOAXuY1Rkut,https://api.spotify.com/v1/tracks/5UOCD5as4lmfOAXuY1Rkut,https://api.spotify.com/v1/audio-analysis/5UOCD5as4lmfOAXuY1Rkut,258000,4
0,Hymn,Sarah Brightman,4uFAc7i5947nojMKPetMqs,0.285,0.48,1,-8.668,1,0.0302,0.455,1.7e-05,0.284,0.0669,137.416,audio_features,4uFAc7i5947nojMKPetMqs,spotify:track:4uFAc7i5947nojMKPetMqs,https://api.spotify.com/v1/tracks/4uFAc7i5947nojMKPetMqs,https://api.spotify.com/v1/audio-analysis/4uFAc7i5947nojMKPetMqs,267867,4
0,"Storia D'Amore - Live In Stephansdom, Vienna, Austria / 2008",Sarah Brightman,0d6Z7pExnFdxCtyXExzx3x,0.228,0.448,7,-15.18,1,0.0451,0.844,0.0159,0.696,0.123,83.205,audio_features,0d6Z7pExnFdxCtyXExzx3x,spotify:track:0d6Z7pExnFdxCtyXExzx3x,https://api.spotify.com/v1/tracks/0d6Z7pExnFdxCtyXExzx3x,https://api.spotify.com/v1/audio-analysis/0d6Z7pExnFdxCtyXExzx3x,260027,5
0,"Sanvean - Live In Stephansdom, Vienna, Austria / 2008",Sarah Brightman,6JNF4RQwvGpx6iZb2UFgCT,0.128,0.375,7,-13.433,1,0.0402,0.941,0.407,0.675,0.045,146.838,audio_features,6JNF4RQwvGpx6iZb2UFgCT,spotify:track:6JNF4RQwvGpx6iZb2UFgCT,https://api.spotify.com/v1/tracks/6JNF4RQwvGpx6iZb2UFgCT,https://api.spotify.com/v1/audio-analysis/6JNF4RQwvGpx6iZb2UFgCT,243573,4
0,By Now,Sarah Brightman,0Sr2t9un7w3yz7LqecOb1I,0.63,0.406,11,-11.866,0,0.031,0.185,0.00295,0.0727,0.312,167.982,audio_features,0Sr2t9un7w3yz7LqecOb1I,spotify:track:0Sr2t9un7w3yz7LqecOb1I,https://api.spotify.com/v1/tracks/0Sr2t9un7w3yz7LqecOb1I,https://api.spotify.com/v1/audio-analysis/0Sr2t9un7w3yz7LqecOb1I,203133,4
0,"Attesa - Live In Stephansdom, Vienna, Austria / 2008",Sarah Brightman,64nOVPyyHA84hDVdQXKFET,0.283,0.47,7,-10.306,1,0.0364,0.949,0.786,0.715,0.1,84.426,audio_features,64nOVPyyHA84hDVdQXKFET,spotify:track:64nOVPyyHA84hDVdQXKFET,https://api.spotify.com/v1/tracks/64nOVPyyHA84hDVdQXKFET,https://api.spotify.com/v1/audio-analysis/64nOVPyyHA84hDVdQXKFET,280960,3
0,A Song of India,Sarah Brightman,0m3fqKlpvIH3HXMeLzvtqq,0.176,0.396,7,-11.198,1,0.0337,0.875,0.294,0.103,0.0542,63.165,audio_features,0m3fqKlpvIH3HXMeLzvtqq,spotify:track:0m3fqKlpvIH3HXMeLzvtqq,https://api.spotify.com/v1/tracks/0m3fqKlpvIH3HXMeLzvtqq,https://api.spotify.com/v1/audio-analysis/0m3fqKlpvIH3HXMeLzvtqq,206827,3
0,Something in the Air,Sarah Brightman,5vHekbQ1cZTe5ShuxehjMW,0.505,0.725,0,-7.286,1,0.0445,0.00976,0.00189,0.155,0.276,95.025,audio_features,5vHekbQ1cZTe5ShuxehjMW,spotify:track:5vHekbQ1cZTe5ShuxehjMW,https://api.spotify.com/v1/tracks/5vHekbQ1cZTe5ShuxehjMW,https://api.spotify.com/v1/audio-analysis/5vHekbQ1cZTe5ShuxehjMW,262893,4
0,Dust In The Wind - Live,Sarah Brightman,1FlJ6Cr4nFlGAJU2O0bdcN,0.27,0.61,0,-11.594,1,0.0636,0.307,0.0297,0.459,0.119,83.682,audio_features,1FlJ6Cr4nFlGAJU2O0bdcN,spotify:track:1FlJ6Cr4nFlGAJU2O0bdcN,https://api.spotify.com/v1/tracks/1FlJ6Cr4nFlGAJU2O0bdcN,https://api.spotify.com/v1/audio-analysis/1FlJ6Cr4nFlGAJU2O0bdcN,241733,4
0,"Meadowlark - From ""The Baker's Wife""",Sarah Brightman,75mJE2rOYNU81h0AeP8i1d,0.253,0.248,6,-14.947,1,0.0317,0.904,1.46e-06,0.127,0.268,88.04,audio_features,75mJE2rOYNU81h0AeP8i1d,spotify:track:75mJE2rOYNU81h0AeP8i1d,https://api.spotify.com/v1/tracks/75mJE2rOYNU81h0AeP8i1d,https://api.spotify.com/v1/audio-analysis/75mJE2rOYNU81h0AeP8i1d,308933,4
0,"If I Ever Fall In Love Again - From ""The Crooked Mile""",Sarah Brightman,7c3fFKp7pqHIFkwJLzFLLy,0.2,0.166,1,-16.184,1,0.0335,0.94,0.0405,0.103,0.116,84.683,audio_features,7c3fFKp7pqHIFkwJLzFLLy,spotify:track:7c3fFKp7pqHIFkwJLzFLLy,https://api.spotify.com/v1/tracks/7c3fFKp7pqHIFkwJLzFLLy,https://api.spotify.com/v1/audio-analysis/7c3fFKp7pqHIFkwJLzFLLy,237533,4
0,Seven Seas,Sarah Brightman,3usaLYIi0q8hdhN7fmXK7l,0.666,0.431,8,-12.096,0,0.0263,0.503,0.0302,0.0794,0.428,100.022,audio_features,3usaLYIi0q8hdhN7fmXK7l,spotify:track:3usaLYIi0q8hdhN7fmXK7l,https://api.spotify.com/v1/tracks/3usaLYIi0q8hdhN7fmXK7l,https://api.spotify.com/v1/audio-analysis/3usaLYIi0q8hdhN7fmXK7l,249893,4
0,A Question of Honour,Sarah Brightman,4SDIZzrcEb3kf8n7DH22QJ,0.624,0.663,1,-8.235,0,0.0347,0.0366,0.105,0.266,0.289,120.012,audio_features,4SDIZzrcEb3kf8n7DH22QJ,spotify:track:4SDIZzrcEb3kf8n7DH22QJ,https://api.spotify.com/v1/tracks/4SDIZzrcEb3kf8n7DH22QJ,https://api.spotify.com/v1/audio-analysis/4SDIZzrcEb3kf8n7DH22QJ,394307,4
0,Johnny Wanna Live,Sarah Brightman,1Hm9uQwHpryYbNzNKexe99,0.265,0.613,10,-10.344,0,0.0335,0.121,0.0194,0.0987,0.33,171.0,audio_features,1Hm9uQwHpryYbNzNKexe99,spotify:track:1Hm9uQwHpryYbNzNKexe99,https://api.spotify.com/v1/tracks/1Hm9uQwHpryYbNzNKexe99,https://api.spotify.com/v1/audio-analysis/1Hm9uQwHpryYbNzNKexe99,280133,4
0,Eperdu,Sarah Brightman,5sEYOGeWid7TO12ZbWF5ei,0.355,0.614,7,-9.188,1,0.033,0.689,0.464,0.0707,0.226,144.154,audio_features,5sEYOGeWid7TO12ZbWF5ei,spotify:track:5sEYOGeWid7TO12ZbWF5ei,https://api.spotify.com/v1/tracks/5sEYOGeWid7TO12ZbWF5ei,https://api.spotify.com/v1/audio-analysis/5sEYOGeWid7TO12ZbWF5ei,307414,4
0,Dive,Sarah Brightman,6KNuCEsHc6fC60uGec6BuA,0.157,0.047,9,-32.066,1,0.0361,0.941,0.112,0.0939,0.0531,136.562,audio_features,6KNuCEsHc6fC60uGec6BuA,spotify:track:6KNuCEsHc6fC60uGec6BuA,https://api.spotify.com/v1/tracks/6KNuCEsHc6fC60uGec6BuA,https://api.spotify.com/v1/audio-analysis/6KNuCEsHc6fC60uGec6BuA,52973,5
0,When It Rains In America,Sarah Brightman,3df7oMfkbNVZlynIDxebmZ,0.702,0.52,0,-13.085,1,0.0299,0.347,0.0108,0.126,0.703,112.112,audio_features,3df7oMfkbNVZlynIDxebmZ,spotify:track:3df7oMfkbNVZlynIDxebmZ,https://api.spotify.com/v1/tracks/3df7oMfkbNVZlynIDxebmZ,https://api.spotify.com/v1/audio-analysis/3df7oMfkbNVZlynIDxebmZ,222867,4
0,Good Morning Starshine,Sarah Brightman,4f9x8UnAy6SJRqG9qzqKwy,0.573,0.622,5,-8.593,1,0.0273,0.497,0.0,0.179,0.578,105.356,audio_features,4f9x8UnAy6SJRqG9qzqKwy,spotify:track:4f9x8UnAy6SJRqG9qzqKwy,https://api.spotify.com/v1/tracks/4f9x8UnAy6SJRqG9qzqKwy,https://api.spotify.com/v1/audio-analysis/4f9x8UnAy6SJRqG9qzqKwy,229560,4
0,Nella Fantasia,Sarah Brightman,2jBy2ydGxUaRvcmVk0VqnW,0.267,0.323,10,-12.869,1,0.0493,0.896,0.149,0.105,0.0887,89.477,audio_features,2jBy2ydGxUaRvcmVk0VqnW,spotify:track:2jBy2ydGxUaRvcmVk0VqnW,https://api.spotify.com/v1/tracks/2jBy2ydGxUaRvcmVk0VqnW,https://api.spotify.com/v1/audio-analysis/2jBy2ydGxUaRvcmVk0VqnW,220053,3
0,Breathe Me,Sarah Brightman,05yq1rQlznpIuJ9aWipHr4,0.342,0.318,7,-12.896,1,0.0321,0.129,0.249,0.125,0.039,119.938,audio_features,05yq1rQlznpIuJ9aWipHr4,spotify:track:05yq1rQlznpIuJ9aWipHr4,https://api.spotify.com/v1/tracks/05yq1rQlznpIuJ9aWipHr4,https://api.spotify.com/v1/audio-analysis/05yq1rQlznpIuJ9aWipHr4,288640,4
0,"Lento e Largo from Symphony No.3, op.36 (Symphony of Sorrowful Songs)",Sarah Brightman,0f84S4bGqZ6biYTs2Zreo8,0.13,0.225,1,-18.589,1,0.0378,0.963,0.966,0.113,0.0415,77.312,audio_features,0f84S4bGqZ6biYTs2Zreo8,spotify:track:0f84S4bGqZ6biYTs2Zreo8,https://api.spotify.com/v1/tracks/0f84S4bGqZ6biYTs2Zreo8,https://api.spotify.com/v1/audio-analysis/0f84S4bGqZ6biYTs2Zreo8,338920,5
0,How Can Heaven Love Me,Sarah Brightman,1iw7u4hyxSMVJzgwK2gdOA,0.512,0.829,5,-5.435,0,0.0423,0.0483,8.83e-06,0.41,0.427,107.985,audio_features,1iw7u4hyxSMVJzgwK2gdOA,spotify:track:1iw7u4hyxSMVJzgwK2gdOA,https://api.spotify.com/v1/tracks/1iw7u4hyxSMVJzgwK2gdOA,https://api.spotify.com/v1/audio-analysis/1iw7u4hyxSMVJzgwK2gdOA,224667,4
0,The Second Element 2,Sarah Brightman,7LNCDGfdl5K5CEUUDOd6K0,0.58,0.367,0,-12.864,1,0.0286,0.496,0.0108,0.114,0.149,77.97,audio_features,7LNCDGfdl5K5CEUUDOd6K0,spotify:track:7LNCDGfdl5K5CEUUDOd6K0,https://api.spotify.com/v1/tracks/7LNCDGfdl5K5CEUUDOd6K0,https://api.spotify.com/v1/audio-analysis/7LNCDGfdl5K5CEUUDOd6K0,287507,4
0,Closer,Sarah Brightman,43xwuD3ucQhQGPya78sI2N,0.494,0.593,5,-10.086,1,0.0299,0.289,0.113,0.0767,0.234,104.003,audio_features,43xwuD3ucQhQGPya78sI2N,spotify:track:43xwuD3ucQhQGPya78sI2N,https://api.spotify.com/v1/tracks/43xwuD3ucQhQGPya78sI2N,https://api.spotify.com/v1/audio-analysis/43xwuD3ucQhQGPya78sI2N,487147,4
0,A Salty Dog,Sarah Brightman,545eiKjmX3YSip3WSZJbqQ,0.253,0.268,3,-11.041,1,0.0297,0.667,0.0172,0.158,0.0745,62.038,audio_features,545eiKjmX3YSip3WSZJbqQ,spotify:track:545eiKjmX3YSip3WSZJbqQ,https://api.spotify.com/v1/tracks/545eiKjmX3YSip3WSZJbqQ,https://api.spotify.com/v1/audio-analysis/545eiKjmX3YSip3WSZJbqQ,229367,4
0,Island,Sarah Brightman,20i2LgnpkJHMcmGjTUEVDx,0.46,0.441,11,-11.36,0,0.0282,0.178,0.0976,0.245,0.18,90.091,audio_features,20i2LgnpkJHMcmGjTUEVDx,spotify:track:20i2LgnpkJHMcmGjTUEVDx,https://api.spotify.com/v1/tracks/20i2LgnpkJHMcmGjTUEVDx,https://api.spotify.com/v1/audio-analysis/20i2LgnpkJHMcmGjTUEVDx,262840,4
0,Stratus - Live,Jeff Beck,4kBlwSY1oaRlwClP3aEwuY,0.509,0.892,9,-6.217,1,0.171,0.0206,0.0255,0.953,0.615,82.26,audio_features,4kBlwSY1oaRlwClP3aEwuY,spotify:track:4kBlwSY1oaRlwClP3aEwuY,https://api.spotify.com/v1/tracks/4kBlwSY1oaRlwClP3aEwuY,https://api.spotify.com/v1/audio-analysis/4kBlwSY1oaRlwClP3aEwuY,287160,4
0,Glad All Over,Jeff Beck,6zDfThMGiP4e9Rory6MY5Z,0.517,0.785,0,-11.162,1,0.0621,0.0443,2.22e-05,0.0436,0.954,100.228,audio_features,6zDfThMGiP4e9Rory6MY5Z,spotify:track:6zDfThMGiP4e9Rory6MY5Z,https://api.spotify.com/v1/tracks/6zDfThMGiP4e9Rory6MY5Z,https://api.spotify.com/v1/audio-analysis/6zDfThMGiP4e9Rory6MY5Z,181627,4
0,Another Place,Jeff Beck,7azawsaZO6568ROuqsnwoG,0.414,0.15,4,-13.594,1,0.0445,0.986,0.915,0.0943,0.331,61.063,audio_features,7azawsaZO6568ROuqsnwoG,spotify:track:7azawsaZO6568ROuqsnwoG,https://api.spotify.com/v1/tracks/7azawsaZO6568ROuqsnwoG,https://api.spotify.com/v1/audio-analysis/7azawsaZO6568ROuqsnwoG,107933,3
0,The Death And Resurrection Show,Jeff Beck,3ZpXQ8HGKcV7kZWtCYKBQI,0.564,0.901,1,-2.803,1,0.0952,0.14,0.0336,0.105,0.139,105.996,audio_features,3ZpXQ8HGKcV7kZWtCYKBQI,spotify:track:3ZpXQ8HGKcV7kZWtCYKBQI,https://api.spotify.com/v1/tracks/3ZpXQ8HGKcV7kZWtCYKBQI,https://api.spotify.com/v1/audio-analysis/3ZpXQ8HGKcV7kZWtCYKBQI,330061,4
0,Brush with the Blues - Live,Jeff Beck,6OTTdMYBDVA42MeoHx3IIM,0.366,0.561,6,-8.716,0,0.0508,0.0549,0.784,0.813,0.385,157.973,audio_features,6OTTdMYBDVA42MeoHx3IIM,spotify:track:6OTTdMYBDVA42MeoHx3IIM,https://api.spotify.com/v1/tracks/6OTTdMYBDVA42MeoHx3IIM,https://api.spotify.com/v1/audio-analysis/6OTTdMYBDVA42MeoHx3IIM,365320,3
0,Beck’s Bolero - Live,Jeff Beck,7r9ry2DXKFnGZEearAydYy,0.175,0.886,9,-5.117,1,0.15,0.00606,0.000174,0.981,0.343,181.617,audio_features,7r9ry2DXKFnGZEearAydYy,spotify:track:7r9ry2DXKFnGZEearAydYy,https://api.spotify.com/v1/tracks/7r9ry2DXKFnGZEearAydYy,https://api.spotify.com/v1/audio-analysis/7r9ry2DXKFnGZEearAydYy,209813,3
0,Dirty Mind,Jeff Beck,4q0aql5UsIYmUU9Nrqy9O3,0.679,0.86,9,-6.855,1,0.0602,0.0122,0.788,0.089,0.754,141.836,audio_features,4q0aql5UsIYmUU9Nrqy9O3,spotify:track:4q0aql5UsIYmUU9Nrqy9O3,https://api.spotify.com/v1/tracks/4q0aql5UsIYmUU9Nrqy9O3,https://api.spotify.com/v1/audio-analysis/4q0aql5UsIYmUU9Nrqy9O3,229600,4
0,Shrine,Jeff Beck,1oO27URDgEkXQNErdQsqUH,0.302,0.433,0,-8.912,1,0.0293,0.349,0.023,0.111,0.0934,85.976,audio_features,1oO27URDgEkXQNErdQsqUH,spotify:track:1oO27URDgEkXQNErdQsqUH,https://api.spotify.com/v1/tracks/1oO27URDgEkXQNErdQsqUH,https://api.spotify.com/v1/audio-analysis/1oO27URDgEkXQNErdQsqUH,346947,1
0,Amazing Grace,Jeff Beck,6GcrzwFTdgZaHe7057M5Tz,0.147,0.252,3,-12.677,1,0.0302,0.984,0.931,0.157,0.0445,78.653,audio_features,6GcrzwFTdgZaHe7057M5Tz,spotify:track:6GcrzwFTdgZaHe7057M5Tz,https://api.spotify.com/v1/tracks/6GcrzwFTdgZaHe7057M5Tz,https://api.spotify.com/v1/audio-analysis/6GcrzwFTdgZaHe7057M5Tz,192560,3
0,Guitar Shop (with Terry Bozzio & Tony Hymas),Jeff Beck,14874Vr72YUCZbIrheWXHe,0.681,0.735,2,-12.694,1,0.0658,0.0686,0.345,0.378,0.415,120.022,audio_features,14874Vr72YUCZbIrheWXHe,spotify:track:14874Vr72YUCZbIrheWXHe,https://api.spotify.com/v1/tracks/14874Vr72YUCZbIrheWXHe,https://api.spotify.com/v1/audio-analysis/14874Vr72YUCZbIrheWXHe,299827,4
0,Freeway Jam - Live,Jeff Beck,4wY4zMmXhkcP3iScBBK8R0,0.376,0.846,2,-11.032,1,0.0564,0.0167,0.632,0.849,0.356,114.258,audio_features,4wY4zMmXhkcP3iScBBK8R0,spotify:track:4wY4zMmXhkcP3iScBBK8R0,https://api.spotify.com/v1/tracks/4wY4zMmXhkcP3iScBBK8R0,https://api.spotify.com/v1/audio-analysis/4wY4zMmXhkcP3iScBBK8R0,443600,3
0,"Walking in the Sand - Live at the Iridium, June 2010",Jeff Beck,0rYXLf0p5e3eu49qM5MSOu,0.335,0.534,2,-5.661,0,0.054,0.194,0.000191,0.727,0.451,97.673,audio_features,0rYXLf0p5e3eu49qM5MSOu,spotify:track:0rYXLf0p5e3eu49qM5MSOu,https://api.spotify.com/v1/tracks/0rYXLf0p5e3eu49qM5MSOu,https://api.spotify.com/v1/audio-analysis/0rYXLf0p5e3eu49qM5MSOu,279280,3
0,Sugar Cane,Jeff Beck,28jRA2mZ4J2YaUmSroYpF6,0.565,0.639,5,-10.509,0,0.0839,0.755,0.002,0.0799,0.697,151.033,audio_features,28jRA2mZ4J2YaUmSroYpF6,spotify:track:28jRA2mZ4J2YaUmSroYpF6,https://api.spotify.com/v1/tracks/28jRA2mZ4J2YaUmSroYpF6,https://api.spotify.com/v1/audio-analysis/28jRA2mZ4J2YaUmSroYpF6,249147,4
0,Highways,Jeff Beck,7eeDJQys32tD55iFJOh6rT,0.426,0.558,0,-10.615,1,0.0476,0.00741,0.229,0.0534,0.419,152.692,audio_features,7eeDJQys32tD55iFJOh6rT,spotify:track:7eeDJQys32tD55iFJOh6rT,https://api.spotify.com/v1/tracks/7eeDJQys32tD55iFJOh6rT,https://api.spotify.com/v1/audio-analysis/7eeDJQys32tD55iFJOh6rT,285373,4
0,I Can't Give Back the Love I Feel for You,Jeff Beck,68sX10w6gAv2NjY8bhPDhu,0.375,0.726,9,-7.601,1,0.0395,0.13,0.387,0.077,0.617,149.051,audio_features,68sX10w6gAv2NjY8bhPDhu,spotify:track:68sX10w6gAv2NjY8bhPDhu,https://api.spotify.com/v1/tracks/68sX10w6gAv2NjY8bhPDhu,https://api.spotify.com/v1/audio-analysis/68sX10w6gAv2NjY8bhPDhu,165907,4
0,Cause We’ve Ended As Lovers - Live,Jeff Beck,2fhkBBTR0YCqL1kikGkNGE,0.49,0.546,0,-8.486,0,0.0402,0.213,0.649,0.686,0.276,106.916,audio_features,2fhkBBTR0YCqL1kikGkNGE,spotify:track:2fhkBBTR0YCqL1kikGkNGE,https://api.spotify.com/v1/tracks/2fhkBBTR0YCqL1kikGkNGE,https://api.spotify.com/v1/audio-analysis/2fhkBBTR0YCqL1kikGkNGE,317307,4
0,O.I.L. (Can't Get Enough of That Sticky),Jeff Beck,1lFkDhPV3kM9VlxGe5Y1YJ,0.736,0.905,2,-5.262,1,0.0505,0.014,0.117,0.041,0.621,109.991,audio_features,1lFkDhPV3kM9VlxGe5Y1YJ,spotify:track:1lFkDhPV3kM9VlxGe5Y1YJ,https://api.spotify.com/v1/tracks/1lFkDhPV3kM9VlxGe5Y1YJ,https://api.spotify.com/v1/audio-analysis/1lFkDhPV3kM9VlxGe5Y1YJ,280640,4
0,Got the Feeling,Jeff Beck,4E6NzJhWOUY82O1bCvKOna,0.592,0.824,2,-10.945,1,0.0679,0.123,0.00301,0.0977,0.706,121.182,audio_features,4E6NzJhWOUY82O1bCvKOna,spotify:track:4E6NzJhWOUY82O1bCvKOna,https://api.spotify.com/v1/tracks/4E6NzJhWOUY82O1bCvKOna,https://api.spotify.com/v1/audio-analysis/4E6NzJhWOUY82O1bCvKOna,289133,4
0,A Day In The Life - Live,Jeff Beck,4bWYPMpd1gyKBuOjkwGPEa,0.389,0.568,4,-6.55,0,0.0383,0.067,0.175,0.83,0.144,72.798,audio_features,4bWYPMpd1gyKBuOjkwGPEa,spotify:track:4bWYPMpd1gyKBuOjkwGPEa,https://api.spotify.com/v1/tracks/4bWYPMpd1gyKBuOjkwGPEa,https://api.spotify.com/v1/audio-analysis/4bWYPMpd1gyKBuOjkwGPEa,286267,4
0,You Never Know,Jeff Beck,34Kyvyymx6y6GMN3sRJNCV,0.456,0.799,10,-12.474,0,0.0425,0.000202,0.838,0.0867,0.678,104.572,audio_features,34Kyvyymx6y6GMN3sRJNCV,spotify:track:34Kyvyymx6y6GMN3sRJNCV,https://api.spotify.com/v1/tracks/34Kyvyymx6y6GMN3sRJNCV,https://api.spotify.com/v1/audio-analysis/34Kyvyymx6y6GMN3sRJNCV,244533,4
0,The Hangman's Knee,Jeff Beck,7MZJdBYCwAmZvWCGuzgmsn,0.28,0.912,2,-8.882,1,0.0817,0.123,0.00513,0.243,0.605,170.355,audio_features,7MZJdBYCwAmZvWCGuzgmsn,spotify:track:7MZJdBYCwAmZvWCGuzgmsn,https://api.spotify.com/v1/tracks/7MZJdBYCwAmZvWCGuzgmsn,https://api.spotify.com/v1/audio-analysis/7MZJdBYCwAmZvWCGuzgmsn,289507,4
0,Stratus - Live,Jeff Beck,57fMVdps4OBetLjVT50Xqo,0.501,0.893,9,-6.21,1,0.169,0.0185,0.0672,0.95,0.661,82.677,audio_features,57fMVdps4OBetLjVT50Xqo,spotify:track:57fMVdps4OBetLjVT50Xqo,https://api.spotify.com/v1/tracks/57fMVdps4OBetLjVT50Xqo,https://api.spotify.com/v1/audio-analysis/57fMVdps4OBetLjVT50Xqo,287160,4
0,There's No Other Me (feat. Joss Stone),Jeff Beck,0K0ZhXX3E3TO1feHSCh6P1,0.572,0.876,6,-5.082,0,0.0907,0.0602,0.00121,0.18,0.751,170.107,audio_features,0K0ZhXX3E3TO1feHSCh6P1,spotify:track:0K0ZhXX3E3TO1feHSCh6P1,https://api.spotify.com/v1/tracks/0K0ZhXX3E3TO1feHSCh6P1,https://api.spotify.com/v1/audio-analysis/0K0ZhXX3E3TO1feHSCh6P1,241747,4
0,People Get Ready (with Sting) - Live,Jeff Beck,0updy7VOYj1oZya5IX25nH,0.418,0.658,2,-8.653,1,0.068,0.164,1.22e-05,0.98,0.439,154.667,audio_features,0updy7VOYj1oZya5IX25nH,spotify:track:0updy7VOYj1oZya5IX25nH,https://api.spotify.com/v1/tracks/0updy7VOYj1oZya5IX25nH,https://api.spotify.com/v1/audio-analysis/0updy7VOYj1oZya5IX25nH,273680,4
0,A Day In The Life - Live,Jeff Beck,2kxmssOAIAueViJAtnZDiW,0.388,0.589,4,-6.541,0,0.0378,0.0634,0.165,0.79,0.159,73.205,audio_features,2kxmssOAIAueViJAtnZDiW,spotify:track:2kxmssOAIAueViJAtnZDiW,https://api.spotify.com/v1/tracks/2kxmssOAIAueViJAtnZDiW,https://api.spotify.com/v1/audio-analysis/2kxmssOAIAueViJAtnZDiW,286267,4
0,Loose Cannon,Jeff Beck,5EP5NCMxDOajMHMA6pne5n,0.497,0.872,1,-6.572,1,0.0361,0.00428,0.963,0.118,0.398,159.957,audio_features,5EP5NCMxDOajMHMA6pne5n,spotify:track:5EP5NCMxDOajMHMA6pne5n,https://api.spotify.com/v1/tracks/5EP5NCMxDOajMHMA6pne5n,https://api.spotify.com/v1/audio-analysis/5EP5NCMxDOajMHMA6pne5n,316467,4
0,Savoy (with Terry Bozzio & Tony Hymas),Jeff Beck,45InF0xDbDDLCuolbGgWO0,0.431,0.878,4,-12.697,1,0.0402,0.000916,0.916,0.323,0.26,96.546,audio_features,45InF0xDbDDLCuolbGgWO0,spotify:track:45InF0xDbDDLCuolbGgWO0,https://api.spotify.com/v1/tracks/45InF0xDbDDLCuolbGgWO0,https://api.spotify.com/v1/audio-analysis/45InF0xDbDDLCuolbGgWO0,231827,4
0,I Gotta Have a Song,Jeff Beck,54UGlQaoH4qb0SayBzac3f,0.551,0.631,0,-9.255,1,0.0435,0.0444,1.63e-05,0.0561,0.713,111.19,audio_features,54UGlQaoH4qb0SayBzac3f,spotify:track:54UGlQaoH4qb0SayBzac3f,https://api.spotify.com/v1/tracks/54UGlQaoH4qb0SayBzac3f,https://api.spotify.com/v1/audio-analysis/54UGlQaoH4qb0SayBzac3f,210187,4
